Precio	Kilometraje	Modelo	Tipo	Cilindrada	Potencia	Puertas	Crucero	Sonido	Piel
16988.30	24905	Chevrolet	Hatchback	6	3.5	4	1	1	1
16803.12	25874	Chevrolet	Hatchback	6	3.5	4	1	1	1
19446.88	932	Chevrolet	Sedan	6	3.5	4	0	1	1
17119.46	18277	Chevrolet	Sedan	6	3.5	4	1	1	1
17316.10	19593	Chevrolet	Sedan	6	3.5	4	1	1	1
16860.87	19883	Chevrolet	Sedan	6	3.5	4	1	1	1
17312.91	21420	Chevrolet	Sedan	6	3.5	4	1	1	1
16403.25	23133	Chevrolet	Sedan	6	3.5	4	1	1	1
16536.74	24218	Chevrolet	Sedan	6	3.5	4	1	1	1
16341.80	25394	Chevrolet	Sedan	6	3.5	4	0	1	1
16713.98	26328	Chevrolet	Sedan	6	3.5	4	1	1	1
16295.21	28239	Chevrolet	Sedan	6	3.5	4	0	1	1
18974.92	5632	Chevrolet	Hatchback	6	3.5	4	0	1	1
18324.83	7397	Chevrolet	Hatchback	6	3.5	4	1	1	1
19581.23	7645	Chevrolet	Hatchback	6	3.5	4	0	1	1
18169.38	14754	Chevrolet	Hatchback	6	3.5	4	0	1	1
17986.22	17488	Chevrolet	Hatchback	6	3.5	4	0	1	1
17173.94	18721	Chevrolet	Hatchback	6	3.5	4	0	1	1
16456.97	20200	Chevrolet	Hatchback	6	3.5	4	0	1	1
16267.09	21452	Chevrolet	Hatchback	6	3.5	4	0	1	1
16860.09	22841	Chevrolet	Hatchback	6	3.5	4	1	1	1
16027.29	22889	Chevrolet	Hatchback	6	3.5	4	0	1	1
17089.92	8732	Chevrolet	Sedan	6	3.5	4	0	1	1
17463.05	11393	Chevrolet	Sedan	6	3.5	4	1	1	1
17218.69	14579	Chevrolet	Sedan	6	3.5	4	1	1	1
17162.48	15903	Chevrolet	Sedan	6	3.5	4	0	1	1
16507.07	17451	Chevrolet	Sedan	6	3.5	4	0	1	1
16752.51	18562	Chevrolet	Sedan	6	3.5	4	1	1	1
16646.77	20154	Chevrolet	Sedan	6	3.5	4	0	1	1
15623.92	21272	Chevrolet	Sedan	6	3.5	4	1	1	1
15664.62	25787	Chevrolet	Sedan	6	3.5	4	1	1	1
15680.86	25956	Chevrolet	Sedan	6	3.5	4	0	1	1
18800.09	5827	Chevrolet	Coupe	6	3.8	2	1	0	0
18910.80	8345	Chevrolet	Coupe	6	3.8	2	1	0	1
19177.41	10414	Chevrolet	Coupe	6	3.8	2	1	1	0
18040.14	11647	Chevrolet	Coupe	6	3.8	2	1	0	1
17685.20	15898	Chevrolet	Coupe	6	3.8	2	1	0	0
17515.40	18602	Chevrolet	Coupe	6	3.8	2	1	0	0
16357.99	23491	Chevrolet	Coupe	6	3.8	2	1	1	0
16345.94	25931	Chevrolet	Coupe	6	3.8	2	1	1	0
15797.20	26700	Chevrolet	Coupe	6	3.8	2	1	1	0
15503.51	33345	Chevrolet	Coupe	6	3.8	2	1	0	0
21745.03	7065	Chevrolet	Coupe	6	3.8	2	1	1	0
21725.01	13457	Chevrolet	Coupe	6	3.8	2	1	1	0
22384.12	14788	Chevrolet	Coupe	6	3.8	2	1	1	1
20537.14	16950	Chevrolet	Coupe	6	3.8	2	1	0	0
21233.91	17337	Chevrolet	Coupe	6	3.8	2	1	1	1
20676.17	18021	Chevrolet	Coupe	6	3.8	2	1	0	1
20839.15	22152	Chevrolet	Coupe	6	3.8	2	1	1	1
20017.97	22729	Chevrolet	Coupe	6	3.8	2	1	0	0
18876.87	27218	Chevrolet	Coupe	6	3.8	2	1	1	0
17586.93	39049	Chevrolet	Coupe	6	3.8	2	1	0	1
23573.82	12466	Chevrolet	Coupe	6	3.8	2	1	1	0
23527.73	14948	Chevrolet	Coupe	6	3.8	2	1	1	0
22113.63	21992	Chevrolet	Coupe	6	3.8	2	1	1	0
22470.36	22626	Chevrolet	Coupe	6	3.8	2	1	1	0
20619.11	24067	Chevrolet	Coupe	6	3.8	2	1	0	0
20047.95	24665	Chevrolet	Coupe	6	3.8	2	1	1	0
21525.34	25020	Chevrolet	Coupe	6	3.8	2	1	1	1
20382.15	25240	Chevrolet	Coupe	6	3.8	2	1	1	1
21020.84	25550	Chevrolet	Coupe	6	3.8	2	1	1	1
20221.81	26223	Chevrolet	Coupe	6	3.8	2	1	1	1
25452.47	11892	Pontiac	Sedan	8	4.6	4	1	0	1
23449.31	17273	Pontiac	Sedan	8	4.6	4	1	0	1
23578.16	19148	Pontiac	Sedan	8	4.6	4	1	0	1
22525.27	19521	Pontiac	Sedan	8	4.6	4	1	1	1
21982.65	20472	Pontiac	Sedan	8	4.6	4	1	1	1
22231.56	21929	Pontiac	Sedan	8	4.6	4	1	1	1
22189.12	25651	Pontiac	Sedan	8	4.6	4	1	0	1
21765.07	25794	Pontiac	Sedan	8	4.6	4	1	0	1
21403.76	27168	Pontiac	Sedan	8	4.6	4	1	0	1
21200.69	31197	Pontiac	Sedan	8	4.6	4	1	1	1
19682.04	11554	Pontiac	Sedan	6	3.8	4	1	0	1
18678.41	16496	Pontiac	Sedan	6	3.8	4	1	1	0
20318.89	17583	Pontiac	Sedan	6	3.8	4	1	1	0
20127.04	18419	Pontiac	Sedan	6	3.8	4	1	1	1
19751.04	20510	Pontiac	Sedan	6	3.8	4	1	0	1
17844.73	21121	Pontiac	Sedan	6	3.8	4	1	1	0
18856.02	22423	Pontiac	Sedan	6	3.8	4	1	1	0
18566.07	24747	Pontiac	Sedan	6	3.8	4	1	1	1
18063.00	27574	Pontiac	Sedan	6	3.8	4	1	0	0
17768.06	28385	Pontiac	Sedan	6	3.8	4	1	1	1
23197.44	2295	Pontiac	Sedan	6	3.8	4	1	1	1
23102.02	5653	Pontiac	Sedan	6	3.8	4	1	0	0
22460.53	8928	Pontiac	Sedan	6	3.8	4	1	0	1
21607.77	11069	Pontiac	Sedan	6	3.8	4	1	0	1
22004.93	15516	Pontiac	Sedan	6	3.8	4	1	1	1
20830.99	19419	Pontiac	Sedan	6	3.8	4	1	1	0
20109.90	22891	Pontiac	Sedan	6	3.8	4	1	1	1
19116.13	26252	Pontiac	Sedan	6	3.8	4	1	0	1
19689.74	27077	Pontiac	Sedan	6	3.8	4	1	1	0
19338.38	27966	Pontiac	Sedan	6	3.8	4	1	0	1
21903.32	4537	Pontiac	Sedan	6	3.5	4	1	1	0
22736.83	5690	Pontiac	Sedan	6	3.5	4	1	1	1
22104.97	9049	Pontiac	Sedan	6	3.5	4	1	1	1
22311.05	11221	Pontiac	Sedan	6	3.5	4	1	1	1
21875.10	12313	Pontiac	Sedan	6	3.5	4	1	0	1
20627.66	20770	Pontiac	Sedan	6	3.5	4	1	1	1
19540.24	22628	Pontiac	Sedan	6	3.5	4	1	1	0
19204.81	26477	Pontiac	Sedan	6	3.5	4	1	0	1
18158.08	28354	Pontiac	Sedan	6	3.5	4	1	0	0
18529.34	30063	Pontiac	Sedan	6	3.5	4	1	0	1
21383.07	7287	Pontiac	Sedan	6	3.5	4	1	1	1
20452.67	10338	Pontiac	Sedan	6	3.5	4	1	0	0
20677.59	11204	Pontiac	Sedan	6	3.5	4	1	1	0
19294.79	19539	Pontiac	Sedan	6	3.5	4	1	0	0
18548.98	20870	Pontiac	Sedan	6	3.5	4	1	0	0
18042.22	21702	Pontiac	Sedan	6	3.5	4	1	0	0
18620.87	25516	Pontiac	Sedan	6	3.5	4	1	0	1
17023.94	30404	Pontiac	Sedan	6	3.5	4	1	0	0
16216.98	35624	Pontiac	Sedan	6	3.5	4	1	1	0
15792.83	41566	Pontiac	Sedan	6	3.5	4	1	1	1
17360.81	881	Pontiac	Coupe	6	3.4	2	0	1	1
17675.84	5131	Pontiac	Coupe	6	3.4	2	0	1	1
17141.94	6761	Pontiac	Coupe	6	3.4	2	1	1	1
17202.83	9380	Pontiac	Coupe	6	3.4	2	0	1	1
16792.68	12071	Pontiac	Coupe	6	3.4	2	1	1	1
15595.88	18315	Pontiac	Coupe	6	3.4	2	0	1	1
15253.87	20917	Pontiac	Coupe	6	3.4	2	1	1	1
15594.81	22414	Pontiac	Coupe	6	3.4	2	0	1	1
15059.13	22641	Pontiac	Coupe	6	3.4	2	1	1	1
14703.14	23335	Pontiac	Coupe	6	3.4	2	0	1	1
15979.01	3946	Pontiac	Sedan	4	2.2	4	1	1	1
16379.85	4188	Pontiac	Sedan	4	2.2	4	1	1	1
15327.10	4318	Pontiac	Sedan	4	2.2	4	0	1	1
15846.01	5350	Pontiac	Sedan	4	2.2	4	0	1	1
15604.15	5788	Pontiac	Sedan	4	2.2	4	1	1	1
14841.92	12420	Pontiac	Sedan	4	2.2	4	0	1	1
15077.18	13262	Pontiac	Sedan	4	2.2	4	0	1	1
13961.11	19602	Pontiac	Sedan	4	2.2	4	0	1	1
13034.07	23976	Pontiac	Sedan	4	2.2	4	0	1	1
13162.85	24542	Pontiac	Sedan	4	2.2	4	0	1	1
18254.92	16554	Pontiac	Sedan	6	3.8	4	1	1	1
17095.04	18720	Pontiac	Sedan	6	3.8	4	1	0	0
17162.87	20829	Pontiac	Sedan	6	3.8	4	1	0	0
16391.17	21304	Pontiac	Sedan	6	3.8	4	1	1	0
15788.10	25295	Pontiac	Sedan	6	3.8	4	1	1	0
16569.14	25777	Pontiac	Sedan	6	3.8	4	1	0	0
16997.69	25830	Pontiac	Sedan	6	3.8	4	1	0	1
16283.96	26511	Pontiac	Sedan	6	3.8	4	1	0	1
15457.17	29925	Pontiac	Sedan	6	3.8	4	1	1	0
14963.05	31471	Pontiac	Sedan	6	3.8	4	1	1	0
21230.98	11229	Pontiac	Sedan	6	3.8	4	1	1	0
22100.39	12314	Pontiac	Sedan	6	3.8	4	1	1	0
21300.02	12772	Pontiac	Sedan	6	3.8	4	1	1	0
21281.88	17417	Pontiac	Sedan	6	3.8	4	1	1	1
19646.72	21132	Pontiac	Sedan	6	3.8	4	1	1	1
20173.91	21211	Pontiac	Sedan	6	3.8	4	1	0	1
18701.22	24992	Pontiac	Sedan	6	3.8	4	1	0	0
19423.17	25557	Pontiac	Sedan	6	3.8	4	1	0	1
19956.76	26028	Pontiac	Sedan	6	3.8	4	1	1	0
19448.23	27721	Pontiac	Sedan	6	3.8	4	1	0	1
19822.12	1592	Pontiac	Sedan	6	3.8	4	1	1	0
19567.26	2189	Pontiac	Sedan	6	3.8	4	1	1	1
16853.11	17959	Pontiac	Sedan	6	3.8	4	1	0	0
16516.96	20751	Pontiac	Sedan	6	3.8	4	1	1	1
15979.01	21974	Pontiac	Sedan	6	3.8	4	1	0	0
16256.24	22637	Pontiac	Sedan	6	3.8	4	1	0	0
15724.25	23989	Pontiac	Sedan	6	3.8	4	1	0	0
15967.25	25598	Pontiac	Sedan	6	3.8	4	1	0	0
16041.69	27800	Pontiac	Sedan	6	3.8	4	1	1	0
15756.15	29325	Pontiac	Sedan	6	3.8	4	1	1	0
32422.76	9185	Pontiac	Coupe	8	5.7	2	1	1	1
32219.59	10915	Pontiac	Coupe	8	5.7	2	1	1	1
31024.87	13678	Pontiac	Coupe	8	5.7	2	1	1	1
29595.79	16193	Pontiac	Coupe	8	5.7	2	1	0	1
29664.70	21418	Pontiac	Coupe	8	5.7	2	1	0	1
27425.84	23886	Pontiac	Coupe	8	5.7	2	1	0	1
27370.96	24960	Pontiac	Coupe	8	5.7	2	1	1	1
27548.63	26126	Pontiac	Coupe	8	5.7	2	1	1	1
28502.31	27199	Pontiac	Coupe	8	5.7	2	1	1	1
25527.01	36480	Pontiac	Coupe	8	5.7	2	1	1	1
13160.12	13145	Pontiac	Coupe	4	2.2	2	0	1	1
12830.10	17830	Pontiac	Coupe	4	2.2	2	1	1	1
12828.03	19081	Pontiac	Coupe	4	2.2	2	1	1	1
12878.05	19225	Pontiac	Coupe	4	2.2	2	1	1	1
12832.46	20618	Pontiac	Coupe	4	2.2	2	1	1	1
12464.07	21891	Pontiac	Coupe	4	2.2	2	1	1	1
12465.51	23931	Pontiac	Coupe	4	2.2	2	0	1	1
12258.86	24318	Pontiac	Coupe	4	2.2	2	1	1	1
11903.10	25285	Pontiac	Coupe	4	2.2	2	0	1	1
12209.56	26097	Pontiac	Coupe	4	2.2	2	0	1	1
16391.93	18096	Pontiac	Familiar	4	1.8	4	1	1	0
16033.93	18391	Pontiac	Familiar	4	1.8	4	0	1	1
16106.83	19465	Pontiac	Familiar	4	1.8	4	1	0	0
16551.22	19531	Pontiac	Familiar	4	1.8	4	1	1	1
17325.27	19894	Pontiac	Familiar	4	1.8	4	1	0	0
16078.67	22779	Pontiac	Familiar	4	1.8	4	0	0	1
15297.84	23062	Pontiac	Familiar	4	1.8	4	0	0	0
15505.29	24239	Pontiac	Familiar	4	1.8	4	1	0	0
15174.35	27887	Pontiac	Familiar	4	1.8	4	0	0	0
14546.88	33374	Pontiac	Familiar	4	1.8	4	0	1	1
17803.28	12303	Pontiac	Familiar	4	1.8	4	1	1	1
16353.10	16078	Pontiac	Familiar	4	1.8	4	0	1	0
15977.91	17053	Pontiac	Familiar	4	1.8	4	0	0	1
15568.97	18206	Pontiac	Familiar	4	1.8	4	0	0	0
15589.78	21307	Pontiac	Familiar	4	1.8	4	0	0	0
15730.05	21391	Pontiac	Familiar	4	1.8	4	0	1	1
15802.65	21461	Pontiac	Familiar	4	1.8	4	0	0	0
15086.90	27438	Pontiac	Familiar	4	1.8	4	0	0	1
14396.27	31424	Pontiac	Familiar	4	1.8	4	0	0	0
14869.28	31791	Pontiac	Familiar	4	1.8	4	1	1	1
16927.78	2973	Pontiac	Familiar	4	1.8	4	0	0	0
17418.07	4463	Pontiac	Familiar	4	1.8	4	1	0	1
16379.10	8754	Pontiac	Familiar	4	1.8	4	0	1	0
16706.67	9150	Pontiac	Familiar	4	1.8	4	0	0	0
17214.33	12610	Pontiac	Familiar	4	1.8	4	1	1	1
15821.95	14304	Pontiac	Familiar	4	1.8	4	0	0	1
14398.92	21688	Pontiac	Familiar	4	1.8	4	0	0	0
15622.12	23217	Pontiac	Familiar	4	1.8	4	1	1	1
14909.05	23323	Pontiac	Familiar	4	1.8	4	0	1	1
14853.20	24270	Pontiac	Familiar	4	1.8	4	0	0	0
35622.14	10340	SAAB	Convertible	4	2	2	1	1	0
34819.30	12251	SAAB	Convertible	4	2	2	1	0	0
34355.00	17711	SAAB	Convertible	4	2	2	1	1	0
32737.08	19112	SAAB	Convertible	4	2	2	1	1	1
33540.54	20925	SAAB	Convertible	4	2	2	1	0	1
31970.54	21208	SAAB	Convertible	4	2	2	1	1	0
33287.41	21661	SAAB	Convertible	4	2	2	1	0	1
32075.98	23553	SAAB	Convertible	4	2	2	1	1	0
31969.07	24559	SAAB	Convertible	4	2	2	1	0	0
27666.23	35157	SAAB	Convertible	4	2	2	1	0	0
29246.24	3907	SAAB	Sedan	4	2	4	1	0	1
26337.83	16068	SAAB	Sedan	4	2	4	1	0	0
26775.03	16688	SAAB	Sedan	4	2	4	1	0	0
25299.97	19569	SAAB	Sedan	4	2	4	1	1	0
24896.60	21266	SAAB	Sedan	4	2	4	1	1	0
25996.81	21433	SAAB	Sedan	4	2	4	1	1	1
24801.62	26345	SAAB	Sedan	4	2	4	1	1	1
24063.01	27674	SAAB	Sedan	4	2	4	1	1	1
23249.84	27686	SAAB	Sedan	4	2	4	1	0	0
22244.88	50387	SAAB	Sedan	4	2	4	1	0	1
37088.56	3828	SAAB	Convertible	4	2	2	1	1	1
33381.82	17381	SAAB	Convertible	4	2	2	1	1	1
33358.77	17590	SAAB	Convertible	4	2	2	1	1	1
33586.91	18930	SAAB	Convertible	4	2	2	1	0	1
30731.94	22479	SAAB	Convertible	4	2	2	1	0	0
30315.17	23635	SAAB	Convertible	4	2	2	1	0	0
30166.85	25049	SAAB	Convertible	4	2	2	1	0	0
30251.02	27558	SAAB	Convertible	4	2	2	1	0	1
29142.71	31655	SAAB	Convertible	4	2	2	1	1	1
29612.15	32477	SAAB	Convertible	4	2	2	1	1	1
26841.08	10003	SAAB	Sedan	4	2	4	1	1	0
27825.95	10014	SAAB	Sedan	4	2	4	1	0	1
27284.75	14281	SAAB	Sedan	4	2	4	1	1	1
27060.14	17319	SAAB	Sedan	4	2	4	1	0	1
25618.28	20208	SAAB	Sedan	4	2	4	1	0	1
25790.51	21160	SAAB	Sedan	4	2	4	1	1	1
25148.38	22272	SAAB	Sedan	4	2	4	1	1	1
24852.50	22814	SAAB	Sedan	4	2	4	1	1	1
24173.53	27015	SAAB	Sedan	4	2	4	1	0	0
23733.40	27600	SAAB	Sedan	4	2	4	1	1	0
38324.81	12090	SAAB	Convertible	4	2	2	1	1	1
38167.17	13162	SAAB	Convertible	4	2	2	1	0	1
37383.50	16088	SAAB	Convertible	4	2	2	1	0	1
36338.75	18195	SAAB	Convertible	4	2	2	1	1	0
35580.33	21167	SAAB	Convertible	4	2	2	1	1	0
35304.49	21293	SAAB	Convertible	4	2	2	1	0	1
34393.00	24031	SAAB	Convertible	4	2	2	1	0	1
33984.43	25420	SAAB	Convertible	4	2	2	1	0	0
33248.34	27051	SAAB	Convertible	4	2	2	1	0	1
28777.96	48991	SAAB	Convertible	4	2	2	1	1	1
32197.34	3867	SAAB	Sedan	4	2	4	1	1	0
32053.10	5144	SAAB	Sedan	4	2	4	1	1	0
30274.71	10800	SAAB	Sedan	4	2	4	1	1	0
30353.59	11273	SAAB	Sedan	4	2	4	1	1	0
30122.43	14568	SAAB	Sedan	4	2	4	1	1	1
26789.83	22189	SAAB	Sedan	4	2	4	1	0	0
28291.76	22328	SAAB	Sedan	4	2	4	1	1	0
27109.41	22598	SAAB	Sedan	4	2	4	1	0	1
27256.49	26400	SAAB	Sedan	4	2	4	1	1	0
25267.37	34175	SAAB	Sedan	4	2	4	1	1	0
35033.22	1676	SAAB	Sedan	4	2.3	4	1	1	1
32746.13	7924	SAAB	Sedan	4	2.3	4	1	0	1
33183.33	9795	SAAB	Sedan	4	2.3	4	1	1	1
31002.73	15087	SAAB	Sedan	4	2.3	4	1	1	1
30075.99	22052	SAAB	Sedan	4	2.3	4	1	1	1
29844.20	23143	SAAB	Sedan	4	2.3	4	1	1	1
28432.82	25247	SAAB	Sedan	4	2.3	4	1	1	1
28054.98	26276	SAAB	Sedan	4	2.3	4	1	1	1
28502.96	28598	SAAB	Sedan	4	2.3	4	1	1	1
24912.08	38717	SAAB	Sedan	4	2.3	4	1	0	1
31849.31	16956	SAAB	Familiar	4	2.3	4	1	0	1
32649.76	16975	SAAB	Familiar	4	2.3	4	1	1	1
29961.25	20015	SAAB	Familiar	4	2.3	4	1	1	1
31554.41	20103	SAAB	Familiar	4	2.3	4	1	1	1
29914.38	22105	SAAB	Familiar	4	2.3	4	1	0	1
30575.25	22298	SAAB	Familiar	4	2.3	4	1	1	1
30271.92	23426	SAAB	Familiar	4	2.3	4	1	1	1
28678.08	25380	SAAB	Familiar	4	2.3	4	1	0	1
28829.03	26503	SAAB	Familiar	4	2.3	4	1	0	1
26955.04	31773	SAAB	Familiar	4	2.3	4	1	0	1
33005.78	6409	SAAB	Familiar	4	2.3	4	1	1	1
30661.26	14278	SAAB	Familiar	4	2.3	4	1	0	1
30443.88	15050	SAAB	Familiar	4	2.3	4	1	0	1
30322.15	16225	SAAB	Familiar	4	2.3	4	1	1	1
31153.01	17317	SAAB	Familiar	4	2.3	4	1	0	1
31084.94	18187	SAAB	Familiar	4	2.3	4	1	1	1
31156.60	18805	SAAB	Familiar	4	2.3	4	1	1	1
29114.54	21960	SAAB	Familiar	4	2.3	4	1	0	1
25845.21	36557	SAAB	Familiar	4	2.3	4	1	1	1
24903.48	40719	SAAB	Familiar	4	2.3	4	1	1	1
30800.66	8017	SAAB	Sedan	4	2.3	4	1	0	1
28416.46	14613	SAAB	Sedan	4	2.3	4	1	0	1
28185.78	19854	SAAB	Sedan	4	2.3	4	1	1	1
28204.60	22021	SAAB	Sedan	4	2.3	4	1	1	1
26653.24	22590	SAAB	Sedan	4	2.3	4	1	1	1
27610.86	22881	SAAB	Sedan	4	2.3	4	1	1	1
26698.08	23055	SAAB	Sedan	4	2.3	4	1	1	1
27241.44	23204	SAAB	Sedan	4	2.3	4	1	1	1
27703.20	24738	SAAB	Sedan	4	2.3	4	1	1	1
24405.07	31344	SAAB	Sedan	4	2.3	4	1	1	1
30959.93	17673	SAAB	Familiar	4	2.3	4	1	1	1
29986.79	18464	SAAB	Familiar	4	2.3	4	1	0	1
29908.18	19830	SAAB	Familiar	4	2.3	4	1	1	1
28328.27	20685	SAAB	Familiar	4	2.3	4	1	0	1
29197.79	20907	SAAB	Familiar	4	2.3	4	1	0	1
29321.08	21545	SAAB	Familiar	4	2.3	4	1	0	1
29481.53	21822	SAAB	Familiar	4	2.3	4	1	1	1
26792.30	25357	SAAB	Familiar	4	2.3	4	1	0	1
27788.81	26786	SAAB	Familiar	4	2.3	4	1	0	1
26012.37	34269	SAAB	Familiar	4	2.3	4	1	1	1
27280.98	4836	SAAB	Familiar	4	2.5	4	1	1	0
25959.12	17431	SAAB	Familiar	4	2.5	4	1	0	1
23274.48	21616	SAAB	Familiar	4	2.5	4	1	1	0
23329.21	25218	SAAB	Familiar	4	2.5	4	1	0	1
16916.87	2879	Saturn	Coupe	4	2.2	2	1	0	1
15639.04	8507	Saturn	Coupe	4	2.2	2	1	0	0
16256.24	10555	Saturn	Coupe	4	2.2	2	0	0	1
15395.01	12920	Saturn	Coupe	4	2.2	2	1	0	0
14881.96	14376	Saturn	Coupe	4	2.2	2	0	0	0
15277.07	16951	Saturn	Coupe	4	2.2	2	0	1	0
14702.80	17656	Saturn	Coupe	4	2.2	2	1	1	0
15033.15	19455	Saturn	Coupe	4	2.2	2	0	0	1
13991.04	21020	Saturn	Coupe	4	2.2	2	0	1	0
14771.00	22255	Saturn	Coupe	4	2.2	2	1	0	1
13719.24	23645	Saturn	Coupe	4	2.2	2	0	0	0
13869.15	24349	Saturn	Coupe	4	2.2	2	1	1	0
13518.24	25981	Saturn	Coupe	4	2.2	2	1	1	0
13825.15	26034	Saturn	Coupe	4	2.2	2	0	0	1
13811.16	26236	Saturn	Coupe	4	2.2	2	0	1	1
14077.97	26788	Saturn	Coupe	4	2.2	2	0	0	1
14411.86	26986	Saturn	Coupe	4	2.2	2	1	0	1
13600.03	27231	Saturn	Coupe	4	2.2	2	0	1	0
13032.87	30108	Saturn	Coupe	4	2.2	2	1	1	1
11539.05	38958	Saturn	Coupe	4	2.2	2	0	0	0
14739.07	1737	Saturn	Sedan	4	2.2	4	0	0	1
15110.19	2392	Saturn	Sedan	4	2.2	4	1	1	0
14203.00	11836	Saturn	Sedan	4	2.2	4	0	0	0
15194.98	12412	Saturn	Sedan	4	2.2	4	0	0	1
14116.92	12878	Saturn	Sedan	4	2.2	4	1	0	0
13174.07	13318	Saturn	Sedan	4	2.2	4	0	0	1
13258.37	14938	Saturn	Sedan	4	2.2	4	1	1	1
12791.75	16163	Saturn	Sedan	4	2.2	4	0	0	1
12293.06	17139	Saturn	Sedan	4	2.2	4	1	0	1
13998.13	18257	Saturn	Sedan	4	2.2	4	0	1	1
14568.00	18511	Saturn	Sedan	4	2.2	4	0	1	1
13122.91	19101	Saturn	Sedan	4	2.2	4	0	1	1
13494.29	19500	Saturn	Sedan	4	2.2	4	1	0	1
12036.22	19853	Saturn	Sedan	4	2.2	4	0	1	1
12162.14	21770	Saturn	Sedan	4	2.2	4	0	1	0
12333.60	21877	Saturn	Sedan	4	2.2	4	0	0	0
12099.01	22758	Saturn	Sedan	4	2.2	4	1	1	0
12119.09	22826	Saturn	Sedan	4	2.2	4	0	0	1
11679.92	23388	Saturn	Sedan	4	2.2	4	0	0	0
13216.91	24069	Saturn	Sedan	4	2.2	4	0	1	0
12412.52	24664	Saturn	Sedan	4	2.2	4	0	1	1
12284.29	24740	Saturn	Sedan	4	2.2	4	1	1	0
12594.18	26328	Saturn	Sedan	4	2.2	4	0	0	1
12105.98	28298	Saturn	Sedan	4	2.2	4	0	1	0
11873.53	28398	Saturn	Sedan	4	2.2	4	0	0	0
12965.22	29707	Saturn	Sedan	4	2.2	4	0	1	1
10563.07	32458	Saturn	Sedan	4	2.2	4	0	0	0
11413.53	32619	Saturn	Sedan	4	2.2	4	1	0	1
11504.82	33962	Saturn	Sedan	4	2.2	4	0	0	0
11521.53	34998	Saturn	Sedan	4	2.2	4	0	1	1
18173.98	5826	Saturn	Sedan	6	3	4	1	1	1
18490.98	7755	Saturn	Sedan	6	3	4	1	1	1
17322.08	10102	Saturn	Sedan	6	3	4	1	0	1
17978.36	10986	Saturn	Sedan	6	3	4	1	0	0
16425.17	14242	Saturn	Sedan	6	3	4	1	0	0
16507.07	16229	Saturn	Sedan	6	3	4	1	0	0
16175.96	19095	Saturn	Sedan	6	3	4	1	1	0
15731.13	20484	Saturn	Sedan	6	3	4	1	1	0
15118.89	25979	Saturn	Sedan	6	3	4	1	1	0
13585.64	35662	Saturn	Sedan	6	3	4	1	0	0
